Id;Type;Created;Summary;Assignee;Requirement-Id;
https://jira.freenet-group.de/browse/ABRMS-2012 ;Fehler ;23.10.2019 ;Deaktivierte Verträge eines Kunden werden bei Ermittlung der möglichen Rollen nicht berücksichtigt ;Michael Militaru ; 
